fullname,party,starttime,endtime,chair,secs,secsgt60,chairparty,chairname,copartisan,timeofday,leadshipparty,coarseparty,pm,spkrintpos,chairintpos,spkrordpos,chairordpos,intposdif,ordposdif,leftspkr,leftchair,cobloc,debatetype,debate,female
Mogens Lykketoft,S,2013-05-29T09:56:50Z,2013-05-29T09:56:52Z,1,2,0,S,Mogens Lykketoft,NA,9.94722222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Jonas Dahl,SF,2013-05-29T09:56:52Z,2013-05-29T09:57:13Z,0,21,0,S,Mogens Lykketoft,0,9.94777777777778,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T09:57:13Z,2013-05-29T09:57:14Z,1,1,0,S,Mogens Lykketoft,NA,9.95361111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T09:57:14Z,2013-05-29T09:57:56Z,0,42,0,S,Mogens Lykketoft,0,9.95388888888889,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T09:57:56Z,2013-05-29T09:57:58Z,1,2,0,S,Mogens Lykketoft,NA,9.96555555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Per Clausen,EL,2013-05-29T09:57:58Z,2013-05-29T09:58:29Z,0,31,0,S,Mogens Lykketoft,0,9.96611111111111,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T09:58:29Z,2013-05-29T09:58:30Z,1,1,0,S,Mogens Lykketoft,NA,9.97472222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T09:58:30Z,2013-05-29T09:59:33Z,0,63,1,S,Mogens Lykketoft,0,9.975,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T09:59:33Z,2013-05-29T09:59:35Z,1,2,0,S,Mogens Lykketoft,NA,9.9925,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Per Clausen,EL,2013-05-29T09:59:35Z,2013-05-29T10:00:05Z,0,30,0,S,Mogens Lykketoft,0,9.99305555555556,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:00:05Z,2013-05-29T10:00:06Z,1,1,0,S,Mogens Lykketoft,NA,10.0013888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:00:06Z,2013-05-29T10:00:51Z,0,45,0,S,Mogens Lykketoft,0,10.0016666666667,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:00:51Z,2013-05-29T10:00:54Z,1,3,0,S,Mogens Lykketoft,NA,10.0141666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Anders Samuelsen,LA,2013-05-29T10:00:54Z,2013-05-29T10:01:01Z,0,7,0,S,Mogens Lykketoft,0,10.015,1,LA,0,7.13892145369285,3.84190579317813,5,3,3.29701566051472,2,0,1,0,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:01:01Z,2013-05-29T10:01:03Z,1,2,0,S,Mogens Lykketoft,NA,10.0169444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:01:03Z,2013-05-29T10:01:33Z,0,30,0,S,Mogens Lykketoft,0,10.0175,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:01:33Z,2013-05-29T10:01:34Z,1,1,0,S,Mogens Lykketoft,NA,10.0258333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Anders Samuelsen,LA,2013-05-29T10:01:34Z,2013-05-29T10:01:58Z,0,24,0,S,Mogens Lykketoft,0,10.0261111111111,1,LA,0,7.13892145369285,3.84190579317813,5,3,3.29701566051472,2,0,1,0,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:01:58Z,2013-05-29T10:01:59Z,1,1,0,S,Mogens Lykketoft,NA,10.0327777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:01:59Z,2013-05-29T10:02:31Z,0,32,0,S,Mogens Lykketoft,0,10.0330555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:02:31Z,2013-05-29T10:02:32Z,1,1,0,S,Mogens Lykketoft,NA,10.0419444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Andreas Steenberg,RV,2013-05-29T10:02:32Z,2013-05-29T10:03:00Z,0,28,0,S,Mogens Lykketoft,0,10.0422222222222,1,RV,0,5.01054384017758,3.84190579317813,4,3,1.16863804699945,1,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:03:00Z,2013-05-29T10:03:01Z,1,1,0,S,Mogens Lykketoft,NA,10.05,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:03:01Z,2013-05-29T10:04:02Z,0,61,1,S,Mogens Lykketoft,0,10.0502777777778,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:04:02Z,2013-05-29T10:04:03Z,1,1,0,S,Mogens Lykketoft,NA,10.0672222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Andreas Steenberg,RV,2013-05-29T10:04:03Z,2013-05-29T10:04:22Z,0,19,0,S,Mogens Lykketoft,0,10.0675,1,RV,0,5.01054384017758,3.84190579317813,4,3,1.16863804699945,1,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:04:22Z,2013-05-29T10:04:24Z,1,2,0,S,Mogens Lykketoft,NA,10.0727777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:04:24Z,2013-05-29T10:05:03Z,0,39,0,S,Mogens Lykketoft,0,10.0733333333333,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:05:03Z,2013-05-29T10:05:04Z,1,1,0,S,Mogens Lykketoft,NA,10.0841666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Rasmus Prehn,S,2013-05-29T10:05:04Z,2013-05-29T10:05:41Z,0,37,0,S,Mogens Lykketoft,1,10.0844444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:05:41Z,2013-05-29T10:05:42Z,1,1,0,S,Mogens Lykketoft,NA,10.0947222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:05:42Z,2013-05-29T10:06:29Z,0,47,0,S,Mogens Lykketoft,0,10.095,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:06:29Z,2013-05-29T10:06:31Z,1,2,0,S,Mogens Lykketoft,NA,10.1080555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Rasmus Prehn,S,2013-05-29T10:06:31Z,2013-05-29T10:07:13Z,0,42,0,S,Mogens Lykketoft,1,10.1086111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:07:13Z,2013-05-29T10:07:14Z,1,1,0,S,Mogens Lykketoft,NA,10.1202777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:07:14Z,2013-05-29T10:08:06Z,0,52,0,S,Mogens Lykketoft,0,10.1205555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:08:06Z,2013-05-29T10:08:10Z,1,4,0,S,Mogens Lykketoft,NA,10.135,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Lisbeth Bech Poulsen,SF,2013-05-29T10:08:10Z,2013-05-29T10:08:52Z,0,42,0,S,Mogens Lykketoft,0,10.1361111111111,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:08:52Z,2013-05-29T10:08:53Z,1,1,0,S,Mogens Lykketoft,NA,10.1477777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:08:53Z,2013-05-29T10:09:54Z,0,61,1,S,Mogens Lykketoft,0,10.1480555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:09:54Z,2013-05-29T10:09:56Z,1,2,0,S,Mogens Lykketoft,NA,10.165,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Lisbeth Bech Poulsen,SF,2013-05-29T10:09:56Z,2013-05-29T10:10:30Z,0,34,0,S,Mogens Lykketoft,0,10.1655555555556,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:10:30Z,2013-05-29T10:10:31Z,1,1,0,S,Mogens Lykketoft,NA,10.175,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:10:31Z,2013-05-29T10:10:58Z,0,27,0,S,Mogens Lykketoft,0,10.1752777777778,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:10:58Z,2013-05-29T10:10:59Z,1,1,0,S,Mogens Lykketoft,NA,10.1827777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ole Haekkerup,S,2013-05-29T10:10:59Z,2013-05-29T10:11:26Z,0,27,0,S,Mogens Lykketoft,1,10.1830555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:11:26Z,2013-05-29T10:11:27Z,1,1,0,S,Mogens Lykketoft,NA,10.1905555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:11:27Z,2013-05-29T10:12:17Z,0,50,0,S,Mogens Lykketoft,0,10.1908333333333,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:12:17Z,2013-05-29T10:12:18Z,1,1,0,S,Mogens Lykketoft,NA,10.2047222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ole Haekkerup,S,2013-05-29T10:12:18Z,2013-05-29T10:12:52Z,0,34,0,S,Mogens Lykketoft,1,10.205,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:12:52Z,2013-05-29T10:12:53Z,1,1,0,S,Mogens Lykketoft,NA,10.2144444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:12:53Z,2013-05-29T10:13:44Z,0,51,0,S,Mogens Lykketoft,0,10.2147222222222,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:13:44Z,2013-05-29T10:13:46Z,1,2,0,S,Mogens Lykketoft,NA,10.2288888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Jesper Petersen,S,2013-05-29T10:13:46Z,2013-05-29T10:15:01Z,0,75,1,S,Mogens Lykketoft,1,10.2294444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:15:01Z,2013-05-29T10:15:02Z,1,1,0,S,Mogens Lykketoft,NA,10.2502777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:15:02Z,2013-05-29T10:15:59Z,0,57,0,S,Mogens Lykketoft,0,10.2505555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:15:59Z,2013-05-29T10:16:00Z,1,1,0,S,Mogens Lykketoft,NA,10.2663888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Jesper Petersen,S,2013-05-29T10:16:00Z,2013-05-29T10:16:45Z,0,45,0,S,Mogens Lykketoft,1,10.2666666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:16:45Z,2013-05-29T10:16:46Z,1,1,0,S,Mogens Lykketoft,NA,10.2791666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:16:46Z,2013-05-29T10:17:41Z,0,55,0,S,Mogens Lykketoft,0,10.2794444444444,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:17:41Z,2013-05-29T10:17:44Z,1,3,0,S,Mogens Lykketoft,NA,10.2947222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Johanne Schmidt-Nielsen,EL,2013-05-29T10:17:44Z,2013-05-29T10:18:30Z,0,46,0,S,Mogens Lykketoft,0,10.2955555555556,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:18:30Z,2013-05-29T10:18:33Z,1,3,0,S,Mogens Lykketoft,NA,10.3083333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:18:33Z,2013-05-29T10:19:17Z,0,44,0,S,Mogens Lykketoft,0,10.3091666666667,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:19:17Z,2013-05-29T10:19:21Z,1,4,0,S,Mogens Lykketoft,NA,10.3213888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Johanne Schmidt-Nielsen,EL,2013-05-29T10:19:21Z,2013-05-29T10:19:53Z,0,32,0,S,Mogens Lykketoft,0,10.3225,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:19:53Z,2013-05-29T10:19:54Z,1,1,0,S,Mogens Lykketoft,NA,10.3313888888889,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:19:54Z,2013-05-29T10:20:46Z,0,52,0,S,Mogens Lykketoft,0,10.3316666666667,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:20:46Z,2013-05-29T10:20:48Z,1,2,0,S,Mogens Lykketoft,NA,10.3461111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Karina Lorentzen Dehnhardt,SF,2013-05-29T10:20:48Z,2013-05-29T10:21:38Z,0,50,0,S,Mogens Lykketoft,0,10.3466666666667,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:21:38Z,2013-05-29T10:21:39Z,1,1,0,S,Mogens Lykketoft,NA,10.3605555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:21:39Z,2013-05-29T10:22:54Z,0,75,1,S,Mogens Lykketoft,0,10.3608333333333,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:22:54Z,2013-05-29T10:22:55Z,1,1,0,S,Mogens Lykketoft,NA,10.3816666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Karina Lorentzen Dehnhardt,SF,2013-05-29T10:22:55Z,2013-05-29T10:23:19Z,0,24,0,S,Mogens Lykketoft,0,10.3819444444444,1,SF,0,2.78551532033426,3.84190579317813,2,3,1.05639047284386,1,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:23:19Z,2013-05-29T10:23:20Z,1,1,0,S,Mogens Lykketoft,NA,10.3886111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:23:20Z,2013-05-29T10:24:01Z,0,41,0,S,Mogens Lykketoft,0,10.3888888888889,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:24:01Z,2013-05-29T10:24:02Z,1,1,0,S,Mogens Lykketoft,NA,10.4002777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Maja Panduro,S,2013-05-29T10:24:02Z,2013-05-29T10:24:46Z,0,44,0,S,Mogens Lykketoft,1,10.4005555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:24:46Z,2013-05-29T10:24:47Z,1,1,0,S,Mogens Lykketoft,NA,10.4127777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:24:47Z,2013-05-29T10:25:46Z,0,59,0,S,Mogens Lykketoft,0,10.4130555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:25:46Z,2013-05-29T10:25:47Z,1,1,0,S,Mogens Lykketoft,NA,10.4294444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Maja Panduro,S,2013-05-29T10:25:47Z,2013-05-29T10:26:32Z,0,45,0,S,Mogens Lykketoft,1,10.4297222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:26:32Z,2013-05-29T10:26:33Z,1,1,0,S,Mogens Lykketoft,NA,10.4422222222222,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:26:33Z,2013-05-29T10:27:13Z,0,40,0,S,Mogens Lykketoft,0,10.4425,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:27:13Z,2013-05-29T10:27:15Z,1,2,0,S,Mogens Lykketoft,NA,10.4536111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Pernille Skipper,EL,2013-05-29T10:27:15Z,2013-05-29T10:28:22Z,0,67,1,S,Mogens Lykketoft,0,10.4541666666667,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:28:22Z,2013-05-29T10:28:23Z,1,1,0,S,Mogens Lykketoft,NA,10.4727777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:28:23Z,2013-05-29T10:29:21Z,0,58,0,S,Mogens Lykketoft,0,10.4730555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:29:21Z,2013-05-29T10:29:22Z,1,1,0,S,Mogens Lykketoft,NA,10.4891666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Pernille Skipper,EL,2013-05-29T10:29:22Z,2013-05-29T10:30:02Z,0,40,0,S,Mogens Lykketoft,0,10.4894444444444,1,EL,0,1.49210822998873,3.84190579317813,1,3,2.3497975631894,2,1,1,1,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:30:02Z,2013-05-29T10:30:02Z,1,0,0,S,Mogens Lykketoft,NA,10.5005555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:30:02Z,2013-05-29T10:30:52Z,0,50,0,S,Mogens Lykketoft,0,10.5005555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:30:52Z,2013-05-29T10:30:54Z,1,2,0,S,Mogens Lykketoft,NA,10.5144444444444,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Mogens Jensen,S,2013-05-29T10:30:54Z,2013-05-29T10:31:54Z,0,60,0,S,Mogens Lykketoft,1,10.515,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:31:54Z,2013-05-29T10:31:55Z,1,1,0,S,Mogens Lykketoft,NA,10.5316666666667,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:31:55Z,2013-05-29T10:33:00Z,0,65,1,S,Mogens Lykketoft,0,10.5319444444444,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:33:00Z,2013-05-29T10:33:02Z,1,2,0,S,Mogens Lykketoft,NA,10.55,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Mogens Jensen,S,2013-05-29T10:33:02Z,2013-05-29T10:33:37Z,0,35,0,S,Mogens Lykketoft,1,10.5505555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:33:37Z,2013-05-29T10:33:38Z,1,1,0,S,Mogens Lykketoft,NA,10.5602777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:33:38Z,2013-05-29T10:34:21Z,0,43,0,S,Mogens Lykketoft,0,10.5605555555556,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:34:21Z,2013-05-29T10:34:25Z,1,4,0,S,Mogens Lykketoft,NA,10.5725,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ole Birk Olesen,LA,2013-05-29T10:34:25Z,2013-05-29T10:34:58Z,0,33,0,S,Mogens Lykketoft,0,10.5736111111111,1,LA,0,7.13892145369285,3.84190579317813,5,3,3.29701566051472,2,0,1,0,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:34:58Z,2013-05-29T10:35:00Z,1,2,0,S,Mogens Lykketoft,NA,10.5827777777778,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:35:00Z,2013-05-29T10:35:33Z,0,33,0,S,Mogens Lykketoft,0,10.5833333333333,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:35:33Z,2013-05-29T10:35:35Z,1,2,0,S,Mogens Lykketoft,NA,10.5925,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ole Birk Olesen,LA,2013-05-29T10:35:35Z,2013-05-29T10:36:03Z,0,28,0,S,Mogens Lykketoft,0,10.5930555555556,1,LA,0,7.13892145369285,3.84190579317813,5,3,3.29701566051472,2,0,1,0,Closing,Closing 2013,0
Mogens Lykketoft,S,2013-05-29T10:36:03Z,2013-05-29T10:36:05Z,1,2,0,S,Mogens Lykketoft,NA,10.6008333333333,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Ellen Trane Noerby,V,2013-05-29T10:36:05Z,2013-05-29T10:36:47Z,0,42,0,S,Mogens Lykketoft,0,10.6013888888889,1,V,0,7.35021786492375,3.84190579317813,7,3,3.50831207174562,4,0,1,0,Closing,Closing 2013,1
Mogens Lykketoft,S,2013-05-29T10:36:47Z,2013-05-29T10:36:58Z,1,11,0,S,Mogens Lykketoft,NA,10.6130555555556,1,S,0,3.84190579317813,3.84190579317813,3,3,NA,NA,1,1,NA,Closing,Closing 2013,0
Magnus Heunicke,S,2013-05-29T10:36:58Z,2013-05-29T10:42:23Z,0,325,1,S,Mogens Lykketoft,1,10.6161111111111,1,S,0,3.84190579317813,3.84190579317813,3,3,0,0,1,1,1,Closing,Closing 2013,0
