v5,v6,v7,v8,v9,v10,v11,v12,v13,v14_1,v14_1a,v15_1,v15_1a,v16_1,v16_1a,v17_1,v17_1a,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,split,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,gruppe,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,split3,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,split2,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332_andet,v332_samlet,v333,v334,v336,v337,v338,v340,v341,r10,fdag,fmd,faar,knr,freg,statb,civst,bald,select,sampling,intbald,int_koen,anc,Stillingskode,Tidligerestillingskode,Samletstillingskode,simpel,udvidet,socio,simpel.tidligere,udvidet.tidligere,socio.tidligere,simpelsamlet,udvidetsamlet,sociosamlet,region,weight_1,weight_2,weight_3,weight_4,Postnummer
5,1981,0,100,100,100,100,3,5,800,11,670,6,562,12,281,3,5,5,5,1,5,5,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,5,5,5,1,5,1,1,1,1,7,5,3,1,3,9,5,5,10,10,10,10,10,10,10,10,10,10,9,7,6,1,8,1,0,2,10,6,6,1,8,1,0,2,10,1,9,1,100,3,1,9,7,9,7,7,9,9,5,9,5,5,9,100,100,100,100,100,100,100,100,100,100,100,100,9,3,9,3,3,9,4,9,5,1,2,2,1,4,4,4,2,2,1,2,2,2,2,2,8,5,5,2,2,8,1,1,2,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,2,1,1,3,5,5,5,5,3,5,1,5,2,1,3,4,3,5,1,5,1,5,1,5,5,1,5,5,5,1,4,5,5,5,1,1,3,3,4,2,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,3,5,7,2,8,10,6,0,4,5,3,4,3,1,3,5,5,4,2,1,4,1,3,2,5,5,4,5,1,4,1,8,2,5,5,1,4,3,1,5,1,1,2,5,5,10,10,10,10,10,10,10,10,10,4,3,1,4,1,8,2,5,5,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,4,1,8,7,3,11,2,10,5,5,5,5,5,1,10,10,5,4,6,3,100,5,100,,,5,100,10,10,10,10,10,71,4,7,1981,223,7017,5100,U,30,0.394495412844037,2.53488372093023,,,,99964,,99964,7,10,31,,,,7,10,31,1,0.747216742954427,0.809675517835114,0.92893085861259,1.04437953684833,2970
5,1963,2,0,0,2,100,4,2,671,6,200,2,90,17,580,12,5,5,5,1,5,5,1,5,5,1,5,5,5,5,1,1,1,5,5,2,1,5,5,5,1,5,1,1,1,1,7,2,6,5,3,2,2,1,1,5,1,5,5,5,5,5,5,5,2,8,10,7,6,3,2,4,3,7,10,6,6,3,2,4,88,5,100,10,2,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,3,8,10,10,1,1,2,7,10,2,7,10,7,1,7,7,1,7,1,8,2,4,1,3,13,2,3,1,2,2,2,2,4,2,4,2,2,3,2,3,4,3,2,2,1,1,1,2,1,1,3,3,2,3,1,3,2,2,2,8,2,1,3,1,1,2,1,1,4,2,3,2,1,4,5,5,4,4,5,4,4,3,1,5,5,2,1,3,3,5,1,4,5,2,2,1,3,2,1,4,5,2,1,2,1,2,2,4,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,3,4,5,3,7,9,8,2,4,4,3,5,2,1,2,5,4,4,4,3,5,2,1,1,5,4,4,4,3,5,2,8,2,5,4,1,4,4,3,5,2,2,2,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,4,1,5,5,5,1,4,5,5,1,5,5,1,1,5,5,175,4,88,88,88,7,7,3,3,1,5,5,5,5,1,10,10,5,4,3,1,6,5,100,,,1,100,3,3,10,10,4,1,25,5,1963,223,657,5100,G,48,0.372093023255814,2.6875,64,1,1,24192,,24192,2,3,132,,,,2,3,132,1,1.32763883330597,1.1042087208141,1.48947256046767,1.13932374286169,2970
1,1946,2,0,2,100,100,3,2,231,2,650,8,641,6,550,12,5,5,5,5,1,5,1,5,5,5,1,5,5,5,1,1,5,5,5,2,5,5,5,5,1,5,1,5,5,5,6,6,1,3,5,5,2,1,5,5,1,5,5,5,5,5,5,5,3,4,4,6,2,7,4,6,2,5,5,5,3,7,6,7,2,1,3,2,100,3,1,10,7,4,7,7,4,3,8,9,5,8,9,100,100,100,100,100,100,100,100,100,100,100,100,7,7,4,7,7,4,7,9,8,3,2,1,4,3,2,2,2,1,2,1,2,2,3,3,4,4,2,4,4,4,2,2,2,2,3,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,4,1,4,3,4,2,4,2,2,4,2,4,4,2,4,2,4,2,2,2,2,4,2,4,4,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,8,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,7,4,5,6,3,7,8,8,1,4,4,4,5,3,1,4,5,4,4,4,2,5,1,4,2,5,2,4,4,3,5,2,3,2,5,4,2,10,10,10,10,10,10,10,10,10,4,4,2,5,2,1,2,5,3,4,4,2,5,1,4,2,5,2,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,4,1,8,7,12,18,3,6,1,1,5,5,1,1,5,1,1,4,4,1,10,1,14,,14,1,100,2,3,10,10,10,1,21,3,1946,223,7056,5100,E,65,0.305084745762712,3.27777777777778,64,1,1,24195,,24195,2,4,132,,,,2,4,132,1,0.574261359491372,0.955498504638672,0.655554294417528,0.637384330276898,2970
1,1969,2,0,2,100,100,2,2,393,,210,3,644,6,900,16,1,5,5,1,5,5,5,5,1,5,5,5,5,5,1,1,5,5,5,1,1,5,5,5,1,5,5,1,1,5,5,7,1,5,3,3,2,1,5,5,5,5,1,5,5,1,5,5,7,4,8,8,2,9,6,9,1,8,9,5,3,6,3,9,4,5,100,10,2,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,5,5,8,5,5,2,5,1,2,5,2,7,2,7,7,2,7,9,8,2,3,1,4,1,3,1,1,1,2,2,2,3,4,4,3,4,2,1,2,3,2,2,1,1,2,1,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,2,2,4,1,5,5,2,2,4,5,2,2,5,3,2,4,5,4,3,4,1,3,2,4,1,5,4,2,2,1,5,2,1,3,4,5,4,1,1,2,2,2,2,8,2,2,3,2,1,3,2,3,2,3,1,3,2,2,1,3,7,4,7,9,1,8,6,9,0,4,4,3,5,3,1,3,4,3,4,3,2,5,2,4,2,5,2,4,4,2,5,4,3,2,5,4,2,10,10,10,10,10,10,10,10,10,4,4,2,5,3,1,3,4,4,10,10,10,10,10,10,10,10,10,3,4,5,1,4,3,4,1,4,5,5,1,5,5,5,1,5,5,175,8,1,1,7,12,19,3,4,1,5,5,1,5,1,10,10,1,4,5,1,10,5,100,,,1,100,1,3,10,10,4,1,6,9,1969,223,7823,5100,G,42,0.447619047619048,2.23404255319149,64,1,1,21322,,21322,2,3,132,,,,2,3,132,1,0.834778339952512,0.940230573926653,0.672014117815989,0.637384330276898,2970
1,1974,2,1,1,100,100,2,2,290,2,210,3,290,2,490,2,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,1,5,1,1,1,1,7,4,5,5,2,8,2,1,5,5,1,5,5,5,5,5,5,5,3,6,6,7,2,7,6,9,0,6,7,8,2,7,6,10,0,5,100,10,8,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,10,1,8,1,1,3,7,7,2,7,7,2,7,9,8,2,1,1,1,13,1,1,1,2,2,1,2,3,3,4,3,4,3,3,4,3,3,3,3,1,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,2,1,4,1,5,3,1,2,2,2,1,1,1,4,2,3,4,4,2,5,2,3,1,1,1,5,4,3,5,1,4,1,5,1,4,5,4,2,3,3,2,2,2,7,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,9,6,7,10,2,8,7,9,0,3,3,2,4,3,1,3,5,3,4,3,1,5,3,4,2,5,2,4,4,4,4,4,4,4,5,4,2,10,10,10,10,10,10,10,10,10,3,3,1,5,3,1,2,5,2,10,10,10,10,10,10,10,10,10,2,2,5,1,3,3,5,1,4,5,5,1,5,5,5,1,5,5,175,2,1,8,7,9,9,4,1,1,5,5,5,1,5,10,1,10,4,8,1,5,1,12,,12,1,100,2,3,10,10,4,71,8,7,1974,210,7451,5100,G,37,0.377952755905512,2.64583333333333,63,2,5,34190,,34190,3,4,133,,,,3,4,133,1,0.945353546374563,0.7732811535106,0.943734046005233,1.13932374286169,2980
5,1956,0,100,100,100,100,2,1,291,,678,6,650,8,644,6,5,1,5,5,5,1,1,5,5,5,5,5,5,5,1,1,1,5,5,2,1,5,5,1,1,5,5,5,5,5,7,7,5,3,1,8,5,5,10,10,10,10,10,10,10,10,10,10,7,1,6,9,0,6,6,9,0,1,6,1,0,6,6,6,0,5,100,10,8,3,1,8,8,9,7,7,9,8,8,8,8,88,9,100,100,100,100,100,100,100,100,100,100,100,100,7,7,4,7,7,4,1,9,8,2,2,1,1,14,3,3,3,1,2,1,1,3,3,5,5,4,3,3,4,4,4,4,2,1,2,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,2,1,1,4,3,5,2,2,1,3,2,1,1,2,5,2,3,5,1,3,1,2,2,1,3,1,5,5,3,5,1,3,2,5,1,4,5,5,1,2,1,3,3,3,8,1,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,8,2,5,10,0,6,10,8,0,4,3,3,5,3,1,2,5,1,5,4,2,5,2,1,2,5,2,3,4,5,3,3,3,3,3,3,2,10,10,10,10,10,10,10,10,10,5,2,1,5,1,1,1,5,1,5,4,1,5,2,5,1,5,1,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,1,1,8,7,10,11,3,4,1,5,5,5,5,1,10,10,1,4,4,1,8,5,100,,,1,100,2,3,10,10,4,71,3,1,1956,210,7105,5100,G,55,0.301587301587302,3.31578947368421,63,2,5,12310,,12310,2,2,131,,,,2,2,131,1,0.92290314990491,1.02435213454226,0.865493958631012,0.764057188543655,2980
1,1960,2,0,0,1,1,2,2,200,2,490,2,424,2,231,2,1,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,1,5,5,5,1,1,5,1,7,7,3,1,3,5,3,1,5,5,5,5,5,5,5,1,5,5,7,0,0,0,0,10,5,10,0,2,4,9,1,10,4,10,1,1,8,1,100,2,1,7,7,9,2,7,9,5,5,5,5,5,5,100,100,100,100,100,100,100,100,100,100,100,100,7,7,7,7,7,7,8,8,8,3,2,2,1,14,2,2,3,1,2,1,1,4,3,5,5,3,3,5,5,5,5,5,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,5,5,2,1,1,1,1,1,1,5,1,5,5,2,1,5,1,5,1,5,1,5,5,1,1,1,5,1,1,4,4,5,5,1,4,1,1,1,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,5,5,2,9,4,5,1,5,5,4,5,1,1,1,5,1,5,3,3,5,1,4,1,5,1,5,5,5,5,2,3,2,5,1,2,10,10,10,10,10,10,10,10,10,5,5,4,5,2,1,2,5,1,5,3,2,5,1,3,3,5,1,10,10,10,10,10,10,10,10,10,5,1,5,5,1,5,1,1,5,175,2,1,8,7,9,14,3,4,1,5,1,5,1,1,10,5,1,4,4,1,3,1,18,6,23,3,100,4,1,10,10,4,71,29,9,1960,217,7437,5100,G,50,0.341666666666667,2.92682926829268,,,,13191,,13191,1,1,11,,,,1,1,11,1,1.11367992280651,1.05640429119731,1.30775238764938,1.13932374286169,3000
5,1965,0,100,100,100,100,2,6,200,2,210,3,650,8,3,,1,5,1,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,2,1,5,5,5,5,5,1,5,1,1,7,4,1,5,1,8,2,1,5,1,5,5,1,5,1,5,5,5,7,3,6,7,1,7,8,9,0,5,8,6,1,6,8,9,2,5,100,10,88,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,5,8,8,1,88,9,8,9,1,8,88,88,88,7,7,88,7,9,5,3,2,2,1,4,2,2,1,1,2,1,1,3,2,4,4,3,4,2,4,4,2,2,2,1,2,2,1,1,1,2,3,2,3,2,3,3,2,2,2,2,2,3,1,2,2,1,1,8,1,5,1,1,1,3,3,2,2,2,3,1,2,3,4,3,1,1,2,2,8,2,4,4,2,4,2,3,2,2,3,3,4,3,2,3,2,2,4,3,9,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,3,5,8,2,8,9,8,0,4,4,2,5,2,1,2,5,3,4,3,1,5,1,3,2,5,2,4,3,2,4,8,3,3,5,4,2,10,10,10,10,10,10,10,10,10,4,8,2,5,2,2,2,5,2,10,10,10,10,10,10,10,10,10,2,3,5,1,5,8,4,1,5,5,5,1,5,5,5,1,5,5,175,1,1,8,7,7,11,3,6,8,8,5,5,5,1,10,10,5,4,5,1,7,1,16,,16,1,100,2,3,10,10,3,71,17,8,1965,210,7110,5100,G,46,0.372093023255814,2.6875,,,,34331,,34331,3,4,133,,,,3,4,133,1,1.12721338454322,1.1042087208141,1.10495083980563,0.91435044152396,3050
5,1954,0,100,100,100,100,2,2,200,2,640,6,654,8,210,3,5,5,1,5,1,5,5,1,5,5,5,5,5,5,1,1,5,5,5,1,1,5,5,5,5,5,5,1,5,1,7,7,3,2,3,3,5,1,1,1,5,5,5,5,5,1,5,5,3,7,7,7,6,5,2,7,0,7,7,7,5,5,5,6,5,5,100,10,3,3,2,100,100,100,100,100,100,100,100,100,100,100,100,3,3,3,8,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,1,8,2,1,1,1,12,2,2,3,2,1,1,2,2,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,1,3,1,2,2,3,4,2,3,4,4,3,2,2,2,4,2,4,3,4,4,3,4,4,3,2,4,3,2,2,3,2,3,4,2,3,3,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,7,8,1,9,9,9,0,4,3,3,5,2,1,2,4,3,4,3,3,5,2,2,2,5,3,4,4,4,4,3,1,4,4,5,2,10,10,10,10,10,10,10,10,10,4,4,4,4,2,1,4,4,4,10,10,10,10,10,10,10,10,10,1,1,2,1,4,4,2,1,2,5,5,1,5,5,5,1,5,5,175,3,1,88,7,6,14,3,4,1,5,5,1,1,1,10,1,5,3,5,1,10,5,100,,,7,100,10,10,1,2,8,71,1,3,1954,217,7119,5100,G,57,0.301587301587302,3.31578947368421,,,,99912,34190,99912,6,9,32,3,4,133,6,9,32,1,0.940576391241888,1.02435213454226,0.74307318780112,0.637384330276898,3060
1,1946,0,100,100,100,100,2,6,903,16,200,2,10,17,,,5,5,5,5,1,5,1,1,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,7,7,3,5,1,3,5,5,10,10,10,10,10,10,10,10,10,10,3,5,7,10,3,6,3,5,0,5,8,10,4,5,5,10,6,1,3,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,88,8,8,8,88,10,88,10,10,10,3,7,88,7,7,7,1,1,3,3,2,4,1,9,1,3,2,2,2,1,2,2,3,5,8,3,2,2,3,3,3,3,3,1,2,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,2,1,2,3,1,5,1,2,3,4,5,1,3,4,4,3,2,3,5,4,4,4,4,4,4,2,4,2,4,2,3,5,2,2,2,2,2,4,2,4,2,3,4,3,8,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,5,4,6,6,4,8,8,8,0,4,4,3,2,8,1,3,5,2,4,4,3,4,1,2,3,5,3,3,3,3,4,2,3,3,5,3,2,10,10,10,10,10,10,10,10,10,3,3,2,4,3,3,3,3,3,10,10,10,10,10,10,10,10,10,1,3,4,2,2,4,4,1,3,5,5,1,5,5,5,1,5,5,175,1,1,8,7,88,8,3,6,1,5,5,5,5,1,10,10,5,4,4,1,7,5,100,,,9,100,10,10,1,3,10,1,11,2,1946,270,7437,5100,G,65,0.305084745762712,3.27777777777778,26,2,1,99911,51620,99911,6,9,32,3,4,134,6,9,32,1,1.00328009694855,0.955498504638672,0.868579050948914,0.91435044152396,3200
1,1959,0,100,100,100,100,2,6,200,2,650,8,3,,3,,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,5,5,3,1,5,5,5,5,5,1,5,5,1,7,3,2,5,3,1,5,1,5,5,5,1,5,5,5,5,5,5,1,8,4,4,7,2,4,5,7,8,7,2,7,3,2,4,6,1,1,1,100,3,1,88,7,9,7,7,9,1,3,9,88,3,9,100,100,100,100,100,100,100,100,100,100,100,100,88,7,1,7,7,1,1,9,3,1,3,4,2,12,2,2,3,2,1,2,2,3,4,4,3,4,3,4,2,3,3,2,2,2,2,1,2,1,2,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,1,2,3,2,3,1,2,3,4,3,2,2,4,3,4,2,2,3,4,3,4,2,3,2,4,1,2,4,2,3,4,2,4,2,2,3,3,2,2,3,3,2,3,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,5,8,2,5,8,6,0,3,3,2,3,3,1,2,5,3,4,3,2,4,3,4,2,4,4,3,3,8,4,8,8,2,5,4,1,4,4,2,4,8,1,3,5,3,10,10,10,10,10,10,10,10,10,4,3,1,4,2,8,2,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,2,1,88,7,7,12,3,4,1,5,5,5,5,1,10,10,1,4,2,1,3,1,2,,2,1,100,3,3,10,10,1,1,30,9,1959,270,7338,5100,G,51,0.341666666666667,2.92682926829268,60,1,17,72312,,72312,4,7,134,,,,4,7,134,1,1.23834493432067,1.05640429119731,1.30775238764938,1.13932374286169,3210
5,1972,6,3,3,100,100,2,6,3,,3,,3,,3,,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,3,1,5,5,5,5,5,1,5,5,5,3,2,1,2,2,1,5,5,10,10,10,10,10,10,10,10,10,10,6,7,3,3,3,2,4,1,6,8,6,11,7,5,3,0,9,5,100,10,11,3,1,7,7,9,7,7,9,3,5,1,5,5,9,100,100,100,100,100,100,100,100,100,100,100,100,10,10,88,88,88,88,4,1,5,1,1,2,1,1,2,3,1,2,1,1,2,2,5,4,4,4,5,2,2,8,2,3,2,1,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,3,2,2,1,4,4,4,5,1,1,4,4,4,4,2,5,4,2,4,1,4,4,4,2,4,4,3,5,2,3,5,2,4,2,3,2,2,2,4,4,3,9,1,1,1,3,1,3,1,2,3,1,1,1,2,3,3,1,3,2,4,4,0,10,7,10,0,4,3,3,5,3,1,2,5,1,4,8,3,5,1,3,2,5,4,8,8,8,8,8,8,8,5,4,1,3,8,2,5,2,1,3,5,1,10,10,10,10,10,10,10,10,10,4,8,4,4,1,3,1,5,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,88,7,1,6,3,4,1,5,5,5,5,1,10,10,1,4,6,1,4,1,88,,,6,100,10,10,10,10,10,71,16,11,1972,270,7118,5100,G,38,0.361538461538462,2.76595744680851,,,,99980,,99980,6,9,3,,,,6,9,3,1,1.09641127109553,0.809675517835114,1.09003491921326,1.13932374286169,3230
1,1989,0,100,100,100,100,1,6,400,2,3,,3,,9,,1,5,1,5,5,5,1,5,5,5,5,5,5,5,1,1,1,5,5,3,1,5,5,5,1,5,5,5,5,5,3,2,1,1,3,5,2,1,5,5,5,5,5,5,5,1,5,5,7,0,5,8,0,8,6,8,0,0,5,6,0,8,7,8,3,5,100,10,5,3,2,100,100,100,100,100,100,100,100,100,100,100,100,88,2,8,5,88,3,88,88,4,5,8,1,88,7,8,7,7,8,7,4,10,1,3,1,1,12,2,3,2,2,1,1,2,2,2,4,3,2,2,2,3,2,3,4,2,2,1,1,1,1,3,2,2,3,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,4,1,2,3,4,2,2,3,3,1,2,4,3,4,3,4,3,2,2,3,2,3,2,5,5,4,4,4,1,3,4,3,2,1,2,4,2,3,2,1,2,9,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,2,4,8,1,8,6,9,0,4,8,4,4,3,1,3,4,2,4,8,8,4,3,8,8,8,3,8,8,8,8,8,8,8,8,8,1,3,2,2,4,3,2,4,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,5,5,1,5,5,5,1,5,5,175,2,88,88,7,3,88,2,10,5,5,5,5,1,1,10,5,1,4,3,1,3,1,18,1,18,1,100,3,3,10,10,2,71,1,5,1989,270,7431,5100,U,22,0.578231292517007,1.72941176470588,,,,1101,,1101,3,5,135,,,,3,5,135,1,1.24602066334498,1.39207599037572,1.37970287459871,1.13932374286169,3250
5,1972,3,1,1,1,100,2,5,670,6,800,11,654,8,200,2,5,5,5,1,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,2,8,5,5,5,5,5,1,5,1,1,7,2,1,4,2,1,3,1,5,5,5,1,5,5,5,5,1,5,2,8,7,1,7,1,0,1,7,7,8,2,6,1,0,1,8,5,100,10,1,3,1,2,7,9,2,7,9,1,3,9,5,3,9,100,100,100,100,100,100,100,100,100,100,100,100,88,7,2,7,7,2,10,9,3,2,1,8,9,8,1,3,2,2,1,3,2,3,3,4,4,4,4,8,8,3,2,2,2,2,8,8,2,1,1,3,3,2,3,2,3,2,2,3,2,3,8,2,2,1,2,1,8,2,2,1,1,1,3,4,5,3,3,4,8,4,3,5,3,4,3,8,2,4,8,2,4,4,2,2,2,5,2,8,3,3,4,8,4,3,8,2,2,8,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,5,8,3,8,6,7,1,3,4,3,4,8,2,3,4,4,4,4,2,4,2,3,3,5,4,3,4,1,4,1,1,2,5,4,2,10,10,10,10,10,10,10,10,10,3,4,2,4,8,1,3,5,4,3,2,1,4,1,3,2,5,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,7,6,11,3,3,1,5,5,5,5,5,10,10,10,4,6,1,8,1,11,,11,2,32,3,3,10,10,8,71,5,10,1972,260,7397,5100,G,38,0.361538461538462,2.76595744680851,,,,32311,,32311,3,4,133,,,,3,4,133,1,0.737563797719521,0.809675517835114,0.710857624810889,0.764057188543655,3300
1,1953,0,100,100,100,100,2,5,210,3,200,2,550,12,623,7,5,5,1,5,5,5,5,1,5,5,1,5,5,5,1,1,1,5,5,3,1,5,5,5,5,5,5,5,5,1,7,7,3,2,3,7,5,5,10,10,10,10,10,10,10,10,10,10,6,5,2,6,1,5,9,9,0,1,3,6,1,4,9,9,0,1,7,2,100,3,1,7,7,9,7,7,9,8,3,1,3,3,1,100,100,100,100,100,100,100,100,100,100,100,100,7,7,8,7,7,9,7,4,3,3,3,1,1,1,2,3,1,2,1,1,2,1,4,4,4,3,3,5,5,5,5,5,3,1,2,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,2,2,2,1,3,1,4,5,1,1,1,2,1,2,5,4,1,2,5,5,1,1,4,1,5,5,1,5,5,5,5,1,2,5,1,4,1,1,5,1,1,2,5,1,8,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,10,4,5,8,0,7,10,10,0,4,5,2,5,4,1,2,5,1,4,4,2,5,3,1,2,5,2,3,5,3,5,4,2,2,5,1,2,10,10,10,10,10,10,10,10,10,4,5,3,5,3,1,2,5,1,4,4,2,5,2,2,2,5,2,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,88,7,5,10,3,4,1,5,1,5,5,1,10,10,1,4,1,1,3,1,2,,2,1,100,1,3,10,10,1,71,10,8,1953,219,7447,5100,G,58,0.308333333333333,3.24324324324324,,,,72312,,72312,4,7,134,,,,4,7,134,1,1.73994424214683,1.05640429119731,1.30775238764938,1.13932374286169,3320
1,1964,3,0,1,2,100,3,6,200,2,210,3,540,12,800,11,5,5,1,5,5,5,1,5,1,5,5,5,5,5,1,1,1,5,5,1,1,5,1,5,1,1,1,1,1,1,6,7,3,5,2,4,5,1,5,5,5,5,5,5,5,5,1,5,4,10,3,3,10,0,0,3,8,8,5,3,8,2,0,1,9,1,4,1,100,2,2,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,4,9,3,4,9,3,3,7,9,7,7,9,1,9,3,1,2,3,4,11,2,2,3,2,1,2,2,1,3,4,4,4,4,4,2,2,2,2,2,1,2,1,2,1,1,3,3,2,3,2,3,2,2,3,3,2,2,3,2,1,2,1,2,3,2,1,1,3,4,5,4,4,2,5,2,4,4,2,5,3,2,5,1,5,1,5,3,5,5,3,5,2,3,5,1,4,3,1,3,2,5,2,4,4,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,4,6,8,2,10,10,7,1,4,4,2,4,3,1,2,5,5,4,3,2,4,2,2,2,5,4,4,4,2,4,3,2,2,5,4,1,4,4,2,4,2,1,2,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,4,2,4,5,4,1,2,5,5,1,5,5,5,1,5,5,175,2,1,88,7,9,12,3,1,1,5,1,5,5,1,10,10,1,4,2,1,5,1,1,,1,1,100,2,3,10,10,1,1,14,2,1964,260,7131,5100,F,47,0.345070422535211,2.89795918367347,60,1,17,42110,,42110,3,5,134,,,,3,5,134,1,1.42197838085055,0.940230573926653,1.20024147861532,1.13932374286169,3390
