v5,v6,v7,v8,v9,v10,v11,v12,v13,v14_1,v14_1a,v15_1,v15_1a,v16_1,v16_1a,v17_1,v17_1a,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,split,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,gruppe,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,split3,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,split2,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332_andet,v332_samlet,v333,v334,v336,v337,v338,v340,v341,r10,fdag,fmd,faar,knr,freg,statb,civst,bald,select,sampling,intbald,int_koen,anc,Stillingskode,Tidligerestillingskode,Samletstillingskode,simpel,udvidet,socio,simpel.tidligere,udvidet.tidligere,socio.tidligere,simpelsamlet,udvidetsamlet,sociosamlet,region,weight_1,weight_2,weight_3,weight_4,Postnummer
1,1967,0,100,100,100,100,1,6,10,17,,,,,,,5,5,1,5,5,5,1,5,5,1,5,5,5,1,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,7,7,6,5,3,12,8,5,10,10,10,10,10,10,10,10,10,10,12,77,77,77,77,77,10,10,77,77,77,77,77,77,8,8,10,5,100,10,7,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,10,10,8,10,10,8,7,7,8,7,7,8,8,8,8,2,2,2,1,7,2,4,4,2,1,2,2,3,3,4,4,3,2,4,4,4,4,2,2,2,1,2,1,1,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,1,3,1,1,1,3,5,2,1,3,3,1,1,3,1,3,1,1,5,2,1,2,5,3,1,2,2,4,2,1,2,2,4,5,1,2,4,2,3,3,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,5,8,2,9,10,9,0,8,8,8,8,8,2,3,8,3,4,3,2,4,2,2,2,5,3,4,4,3,4,3,3,4,5,3,2,10,10,10,10,10,10,10,10,10,4,4,2,4,2,2,2,4,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,3,5,5,1,5,5,5,1,5,5,175,8,88,8,88,6,8,3,4,1,5,5,5,1,1,10,5,5,4,3,1,3,1,16,,16,1,100,2,3,10,10,3,71,26,6,1967,540,513,5100,U,44,0.395348837209302,2.52941176470588,,,,72312,,72312,4,7,134,,,,4,7,134,3,0.907231531721842,0.947578343478117,1.04114988830986,1.13932374286169,6300
1,1959,0,100,100,100,100,1,6,200,2,9,,10,17,,,5,5,1,5,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,7,7,3,1,5,1,5,5,10,10,10,10,10,10,10,10,10,10,1,8,6,3,4,0,1,5,0,8,8,2,6,1,1,6,6,1,1,2,100,2,2,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,10,1,1,1,10,10,10,10,7,10,7,1,5,2,1,4,3,4,2,4,4,2,3,1,2,3,3,5,5,4,4,3,5,5,4,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,1,1,2,1,1,3,3,4,4,2,3,3,5,5,3,3,3,1,1,3,3,3,2,3,4,4,3,3,3,4,3,3,2,4,4,2,3,3,2,3,3,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,6,8,3,10,8,7,1,2,4,2,4,2,1,2,5,3,3,3,2,4,1,2,2,4,2,3,3,2,4,1,1,2,4,4,1,3,5,1,4,2,1,2,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,4,2,5,3,3,1,1,5,5,1,5,5,5,1,5,5,175,2,1,8,7,3,3,1,10,5,5,5,5,1,1,10,5,1,4,4,1,7,5,100,,,7,100,10,10,1,1,5,1,2,10,1959,540,507,5100,U,51,0.388235294117647,2.57575757575758,69,2,13,99912,31120,99912,6,9,32,3,4,133,6,9,32,3,0.726869954521797,0.877344304865056,0.753819245435169,0.91435044152396,6310
5,1938,0,100,100,100,100,5,7,161,1,161,1,622,7,10,17,5,5,5,5,1,5,5,1,5,5,5,5,5,5,1,1,5,5,5,2,1,5,5,5,5,5,5,5,5,5,7,1,2,3,8,8,5,5,10,10,10,10,10,10,10,10,10,10,7,5,4,3,3,6,6,7,2,2,4,2,3,6,6,5,5,5,100,10,11,3,1,5,7,2,9,7,2,8,3,9,88,3,9,100,100,100,100,100,100,100,100,100,100,100,100,8,7,1,7,7,1,7,4,88,1,4,3,2,11,2,1,1,1,1,1,3,2,3,4,4,3,2,3,3,4,2,4,3,1,1,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,3,2,2,1,1,1,2,4,1,5,1,5,1,4,4,5,4,1,1,4,1,8,8,1,1,8,2,1,5,1,1,4,5,1,1,2,1,1,3,3,5,5,1,2,2,2,1,2,3,2,2,2,2,1,2,2,1,3,5,6,6,8,4,6,5,5,1,2,4,3,4,2,1,3,4,2,3,3,2,4,2,3,3,4,2,4,4,2,4,3,3,3,5,3,1,4,4,4,4,4,2,3,5,3,10,10,10,10,10,10,10,10,10,3,3,1,5,3,3,3,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,2,1,8,7,2,2,3,3,5,5,1,5,5,5,10,10,10,4,1,4,100,5,100,,,9,100,10,10,1,2,10,1,26,3,1938,540,519,5100,E,73,0.44,2.27272727272727,69,2,13,99911,34320,99911,6,9,32,3,4,133,6,9,32,3,0.981128780626417,0.95940073074833,0.98049851854785,1.04437953684833,6310
1,1955,0,100,100,100,100,2,6,200,2,10,17,,,,,1,5,5,5,5,5,1,5,1,5,5,5,5,5,1,1,5,5,5,1,1,5,1,8,5,1,5,1,5,5,1,7,3,1,5,3,5,5,10,10,10,10,10,10,10,10,10,10,3,3,3,10,1,4,1,8,0,2,3,10,1,3,0,7,0,1,3,1,100,1,1,3,7,4,88,7,4,3,3,3,3,3,1,100,100,100,100,100,100,100,100,100,100,100,100,3,8,2,7,7,2,3,3,3,3,2,1,4,5,2,1,3,1,2,1,1,2,2,4,4,3,3,4,2,2,3,3,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,2,2,1,4,2,5,2,1,1,4,3,1,4,1,4,3,5,4,5,3,2,1,5,2,4,1,5,2,2,2,1,5,1,2,2,4,2,1,2,1,2,2,2,2,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,8,3,4,8,2,7,10,8,0,4,4,2,4,2,1,2,5,2,5,4,2,5,1,1,2,5,2,4,3,3,4,3,3,3,5,3,1,3,5,3,4,3,2,3,4,3,10,10,10,10,10,10,10,10,10,5,2,1,5,1,3,2,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,4,7,11,3,3,1,5,5,1,5,1,10,10,5,4,3,1,5,1,1,,1,1,100,2,3,10,10,4,1,13,5,1955,580,7428,5100,G,56,0.354838709677419,2.81818181818182,69,2,13,91510,,91510,5,8,135,,,,5,8,135,3,1.16259562257995,0.877344304865056,1.01614754356459,1.13932374286169,6392
5,1969,2,0,2,100,100,2,5,210,3,200,2,614,6,9,,5,5,1,1,5,1,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,5,5,5,1,5,5,1,5,5,0,7,3,4,1,1,5,5,10,10,10,10,10,10,10,10,10,10,1,9,6,6,7,3,0,2,4,4,6,11,4,2,0,0,3,1,1,1,100,1,1,1,10,10,10,7,10,1,8,1,3,5,1,100,100,100,100,100,100,100,100,100,100,100,100,10,7,1,10,7,4,1,1,5,1,2,2,1,10,2,3,1,2,1,3,2,8,4,5,4,4,3,3,3,3,3,2,1,1,2,1,3,1,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,1,2,8,2,3,1,2,3,5,5,5,3,5,3,5,4,4,2,3,3,4,1,5,3,4,4,4,5,1,4,3,2,2,3,4,4,5,1,2,5,2,2,3,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,4,6,2,7,10,9,1,4,4,3,5,4,1,3,5,4,3,3,2,4,1,2,1,5,4,4,3,2,5,1,1,1,5,4,2,10,10,10,10,10,10,10,10,10,4,3,2,5,8,1,1,5,4,3,2,1,5,1,3,1,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,7,5,11,3,1,1,5,5,5,5,1,10,10,5,4,5,1,5,1,6,,6,1,100,2,2,10,10,3,71,7,1,1969,540,8364,5100,G,42,0.29126213592233,3.43333333333333,,,,34331,,34331,3,4,133,,,,3,4,133,3,1.13908564431703,0.974720087918368,1.19433865256665,1.13932374286169,6400
1,1959,3,0,1,2,100,2,5,200,2,640,6,210,3,90,17,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,2,1,5,5,5,5,5,1,1,5,5,7,7,3,1,2,1,4,5,10,10,10,10,10,10,10,10,10,10,1,7,5,5,5,3,2,7,7,6,7,4,4,3,2,7,9,5,100,10,1,3,2,100,100,100,100,100,100,100,100,100,100,100,100,10,10,1,10,10,1,1,1,8,1,1,8,10,8,1,7,7,9,7,1,8,2,4,1,3,15,2,1,1,2,2,2,2,2,2,4,5,4,2,3,4,2,4,3,1,1,3,1,2,1,2,2,3,2,3,2,3,2,3,1,3,2,2,1,2,1,2,1,1,3,2,3,1,1,1,5,2,2,4,3,2,2,4,3,5,4,5,2,1,3,4,2,2,4,2,3,3,2,2,1,2,2,4,5,3,2,2,2,2,4,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,7,9,4,8,5,8,2,3,4,3,4,3,1,3,5,3,3,2,1,4,4,3,3,5,3,4,5,3,5,3,2,2,5,4,2,10,10,10,10,10,10,10,10,10,4,4,2,4,3,1,3,5,3,10,10,10,10,10,10,10,10,10,2,3,5,2,4,3,5,1,3,5,5,1,5,5,5,1,5,5,175,4,1,8,7,10,13,3,4,1,1,5,5,1,5,4,1,10,4,3,1,8,5,100,,,1,100,1,3,10,10,3,1,22,6,1959,540,503,5100,G,52,0.388235294117647,2.57575757575758,69,2,13,21490,,21490,2,3,132,,,,2,3,132,3,0.644737781784812,0.877344304865056,0.662672558964533,0.764057188543655,6400
1,1992,0,100,100,100,100,1,5,200,2,550,12,640,6,282,3,5,5,5,1,5,5,1,5,5,5,1,5,5,5,1,1,1,5,5,2,1,5,5,5,5,5,1,1,1,1,4,4,3,4,1,1,3,1,5,1,5,5,5,5,5,5,5,5,13,9,6,2,8,0,0,1,8,9,9,5,7,3,3,2,9,1,1,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,1,1,2,1,1,1,1,2,1,1,1,4,7,9,7,7,9,7,8,5,3,1,1,1,8,1,1,1,2,1,2,2,3,2,4,5,4,4,3,2,2,1,1,2,1,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,1,2,3,2,1,1,1,5,5,5,4,2,5,3,2,4,5,5,4,1,2,3,2,3,2,1,2,4,1,2,3,2,1,4,2,5,4,2,1,4,2,2,4,10,1,1,1,3,1,1,1,1,3,3,1,1,2,3,3,2,4,4,5,8,3,9,10,6,0,3,3,3,4,2,1,2,5,4,5,4,2,5,1,3,2,5,5,4,3,2,4,2,2,2,5,5,2,10,10,10,10,10,10,10,10,10,3,3,3,4,2,1,3,5,4,10,10,10,10,10,10,10,10,10,2,2,5,2,5,3,5,1,2,5,5,1,5,5,5,1,5,5,175,2,1,8,7,1,1,1,10,5,5,5,5,5,5,10,10,10,4,9,4,100,5,100,,,2,13,2,3,10,10,2,71,14,4,1992,540,503,5100,U,19,0.697674418604651,1.43333333333333,,,,52201,,52201,3,5,134,,,,3,5,134,3,1.17112467467373,1.29511751447405,1.1722483784331,1.04437953684833,6400
5,1974,2,0,2,100,100,1,5,510,12,641,6,675,6,9,,5,5,1,5,5,1,5,5,5,1,5,5,5,5,1,5,5,5,5,2,1,5,5,5,5,5,1,5,5,1,4,1,5,3,4,7,1,1,1,1,5,5,5,5,5,5,5,5,1,7,8,6,6,7,9,6,4,5,8,11,10,5,8,5,10,5,100,10,88,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,1,8,8,1,10,10,7,10,9,7,88,7,1,88,7,9,7,4,8,1,1,1,1,9,1,3,1,2,3,1,2,2,3,4,2,5,5,5,4,2,1,8,8,8,8,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,8,2,2,2,4,3,3,2,8,4,1,2,2,1,2,5,2,3,5,5,5,1,8,3,1,8,8,2,2,4,4,2,5,1,2,3,2,4,1,2,4,2,2,3,8,3,1,2,1,3,1,2,2,2,2,1,3,1,2,2,1,1,5,4,5,7,3,7,5,6,2,4,5,3,5,2,1,3,5,1,5,5,2,5,5,5,2,5,5,3,3,3,5,8,8,8,5,3,2,10,10,10,10,10,10,10,10,10,4,4,3,4,8,1,8,5,1,10,10,10,10,10,10,10,10,10,2,3,5,1,5,3,4,1,3,5,5,1,5,5,5,1,5,5,175,8,88,8,88,3,4,1,10,5,5,1,5,5,1,10,10,5,1,8,2,100,5,100,,,7,100,10,10,1,2,5,71,13,4,1974,540,9309,5100,F,37,0.418918918918919,2.38709677419355,,,,99912,34331,99912,6,9,32,3,4,133,6,9,32,3,1.15665978331566,0.518630700952867,0.846745887356518,1.71509053156926,6400
5,1938,0,100,100,100,100,4,5,670,6,623,7,654,8,3,,5,5,5,5,1,5,5,5,5,1,5,5,5,1,5,5,5,5,5,2,1,5,5,5,1,5,1,5,5,5,7,7,9,9,9,3,5,1,5,5,5,5,5,5,5,5,1,5,3,0,0,3,0,1,0,5,3,0,0,1,0,4,0,6,8,1,3,2,100,3,1,88,7,88,10,7,10,10,1,88,10,1,10,100,100,100,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,88,10,88,3,1,2,4,6,4,4,9,1,1,1,2,8,5,5,4,5,4,4,4,4,4,3,8,2,1,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,8,2,2,4,1,4,1,1,4,5,4,8,1,1,5,1,5,5,4,2,1,1,8,1,8,1,1,5,2,3,3,4,1,1,1,4,2,2,1,1,1,3,3,8,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,2,2,9,2,3,0,6,5,4,4,2,8,3,1,3,3,2,2,2,4,3,3,1,4,4,4,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,175,8,99,8,88,2,2,3,4,5,5,5,5,5,5,10,10,10,4,5,1,10,5,100,,,9,100,10,10,1,3,10,1,30,3,1938,540,515,5100,F,73,0.44,2.27272727272727,72,1,7,99911,51325,99911,6,9,32,3,5,134,6,9,32,3,0.773268877905859,0.95940073074833,0.644189628022946,0.637384330276898,6400
1,1943,0,100,100,100,100,2,5,200,2,3,,3,,3,,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,2,1,1,1,5,5,1,5,5,5,1,7,7,3,2,5,8,5,5,10,10,10,10,10,10,10,10,10,10,7,6,6,7,4,7,7,8,1,5,6,5,2,7,7,9,4,1,8,2,100,1,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,8,8,8,8,8,8,7,7,4,7,7,4,10,9,3,3,1,2,4,4,1,3,1,2,2,1,3,4,3,3,4,3,3,3,3,3,3,3,3,2,3,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,1,4,3,3,2,2,2,1,2,1,2,1,5,2,1,3,2,5,3,2,4,1,5,3,3,5,1,1,9,1,1,1,4,2,5,5,1,2,3,2,1,2,10,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,8,5,6,7,4,8,10,9,0,3,4,2,4,1,1,2,4,2,4,3,3,4,2,1,2,4,3,4,4,3,5,2,2,2,4,3,1,3,4,3,4,1,1,2,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,3,2,5,5,4,1,3,5,5,1,5,5,5,1,5,5,175,8,1,8,7,99,99,3,5,5,1,5,5,5,1,5,10,1,4,1,1,6,5,100,,,9,100,10,10,1,1,10,1,21,2,1943,540,8909,5100,G,68,0.348837209302326,2.86666666666667,72,1,7,99911,34120,99911,6,9,32,3,4,133,6,9,32,3,0.806499857169139,0.75125620316486,0.875999286786839,1.13932374286169,6400
1,1963,0,100,100,100,100,4,5,393,,677,6,650,8,280,3,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,2,1,5,5,1,1,5,1,1,5,1,7,3,3,1,5,7,5,1,5,5,5,5,5,5,5,1,5,5,6,3,2,4,5,5,9,8,4,6,6,3,5,5,8,8,8,5,100,10,7,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,10,8,7,10,8,7,7,7,7,7,7,7,7,9,3,2,3,1,4,9,2,1,1,2,1,2,1,3,2,4,2,3,3,3,4,2,4,3,2,1,2,2,2,1,2,3,3,3,2,2,3,2,3,1,1,3,2,2,2,1,2,1,2,2,8,4,1,2,2,2,8,3,3,3,4,3,2,8,5,5,5,3,1,1,4,5,2,5,4,2,5,1,2,2,1,2,5,5,2,3,2,2,2,3,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,2,4,6,3,5,9,8,3,4,3,2,4,3,1,2,5,2,2,2,2,4,2,2,3,4,3,3,3,3,3,4,3,3,5,4,1,4,4,3,4,3,1,2,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,2,3,3,3,3,3,1,2,5,5,1,5,5,1,1,5,5,175,4,1,8,7,4,4,1,10,5,5,5,5,1,1,10,5,5,4,3,2,100,1,1,,1,1,100,1,3,10,10,1,1,30,5,1963,540,537,5100,F,48,0.425287356321839,2.35135135135135,72,1,7,82110,,82110,5,8,134,,,,5,8,134,3,1.20368009062885,0.947578343478117,0.887270896229757,1.04437953684833,6400
1,1941,0,100,100,100,100,2,5,620,7,650,8,290,2,3,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,1,5,5,5,3,1,5,1,5,5,5,5,5,1,5,7,7,3,2,6,7,1,1,5,5,5,5,5,5,5,1,5,5,7,4,2,6,3,5,8,7,2,5,6,4,4,2,7,7,7,1,8,1,100,3,1,7,7,2,8,7,2,8,3,1,88,3,1,100,100,100,100,100,100,100,100,100,100,100,100,7,7,1,8,7,1,3,7,3,2,3,1,4,9,1,3,2,1,1,1,1,2,4,3,4,3,4,4,4,4,4,5,2,1,1,1,1,1,2,3,2,3,2,2,2,2,2,1,1,3,2,3,1,2,2,2,1,3,1,3,2,4,4,1,2,2,1,2,4,3,2,3,5,4,1,8,3,2,1,2,1,1,5,4,1,9,1,1,1,2,4,3,1,4,4,2,3,2,9,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,4,88,8,2,88,10,8,0,2,8,2,4,8,1,2,5,2,4,3,2,5,8,1,2,5,2,3,8,4,4,8,2,2,5,4,2,10,10,10,10,10,10,10,10,10,4,8,3,4,8,1,3,5,1,4,8,2,4,8,1,2,5,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,175,8,1,8,7,2,2,3,3,5,5,5,5,5,1,10,10,5,3,5,1,8,5,100,,,9,100,10,10,1,1,10,1,18,12,1941,540,513,5100,G,69,0.348837209302326,2.86666666666667,72,1,7,99911,31220,99911,6,9,32,3,4,133,6,9,32,3,1.65858716254892,1.69917977374533,1.3102762813687,0.764057188543655,6400
1,1948,0,100,100,100,100,2,5,670,6,600,6,650,8,9,,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,1,5,5,5,2,1,5,5,5,5,5,5,5,5,5,6,4,3,1,3,4,3,1,1,5,5,5,5,5,5,5,1,5,4,7,4,0,8,0,0,0,6,7,5,1,6,0,0,1,6,5,100,10,4,3,2,100,100,100,100,100,100,100,100,100,100,100,100,4,1,1,88,88,88,4,4,88,4,4,88,10,10,1,10,10,9,4,9,3,1,1,1,1,11,2,1,2,2,1,2,2,2,3,5,4,5,3,4,4,4,4,3,2,2,1,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,2,1,1,2,4,4,1,4,2,5,3,2,2,8,2,3,1,5,1,4,1,5,2,5,5,8,1,5,3,2,2,3,3,3,3,3,3,2,2,2,8,1,1,1,8,1,8,1,1,3,1,1,1,8,1,3,8,3,4,6,10,3,7,9,8,2,3,3,1,3,2,3,2,4,3,4,2,1,4,2,2,2,4,4,4,3,2,4,2,2,2,5,4,2,10,10,10,10,10,10,10,10,10,4,3,2,4,2,2,2,5,4,10,10,10,10,10,10,10,10,10,2,3,5,2,4,4,4,1,2,5,5,1,5,5,5,1,5,5,175,2,1,8,7,6,11,4,5,1,5,5,5,5,1,10,10,1,4,5,1,8,1,18,2,19,8,100,10,10,1,3,10,71,29,3,1948,540,8120,5100,G,63,0.344086021505376,2.90625,,,,99970,12292,99970,6,9,32,2,2,131,6,9,32,3,0.633601596273277,0.75125620316486,0.57127598516823,0.764057188543655,6400
1,1968,1,0,1,100,100,1,5,210,3,320,4,3,,3,,1,5,1,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,2,1,5,5,5,5,1,5,5,5,5,7,3,2,6,5,8,5,5,10,10,10,10,10,10,10,10,10,10,7,8,8,8,8,88,0,10,4,10,8,7,8,8,0,8,11,1,8,1,100,3,1,8,7,1,7,7,4,8,3,9,10,3,9,100,100,100,100,100,100,100,100,100,100,100,100,8,3,8,10,3,8,1,9,3,2,1,3,4,3,2,3,4,1,1,1,1,3,2,4,4,8,8,3,3,4,3,8,3,1,3,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,1,2,1,2,3,4,2,1,5,4,3,2,1,2,3,2,1,2,5,2,1,3,3,4,2,5,3,3,1,2,1,1,2,1,1,4,5,1,2,4,1,2,4,10,1,2,3,2,1,3,3,3,2,1,3,1,2,3,3,2,6,4,4,8,3,5,10,6,0,4,3,2,4,3,1,3,4,3,4,3,1,4,3,8,2,5,2,9,9,9,9,9,9,9,9,9,2,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,4,3,1,5,3,4,9,9,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,175,8,88,8,3,7,7,1,10,5,5,5,5,5,1,10,10,1,4,5,1,7,1,18,2,19,1,100,1,3,10,10,4,1,11,6,1968,540,7775,5100,U,43,0.395348837209302,2.52941176470588,72,1,7,12350,,12350,2,2,131,,,,2,2,131,3,0.773758017510527,0.947578343478117,0.772366993515008,0.91435044152396,6430
5,1948,0,100,100,100,100,2,6,211,3,622,7,10,17,,,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,3,1,5,5,5,5,5,5,5,5,5,7,7,2,5,6,8,2,1,5,5,5,5,5,5,5,5,1,5,6,5,88,2,4,0,4,10,5,5,5,2,3,0,5,8,8,5,100,10,8,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,88,8,88,1,8,88,8,88,88,8,88,88,10,88,8,2,1,3,4,2,1,2,1,2,1,1,2,2,3,4,4,3,4,3,2,4,4,3,2,2,1,1,1,1,1,2,2,2,2,1,8,2,8,2,2,3,3,3,2,2,2,1,2,4,1,1,1,1,1,4,2,2,3,1,3,1,1,4,4,4,1,1,2,8,8,2,3,1,4,2,2,4,8,3,1,3,1,1,4,1,2,2,4,2,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,88,5,5,8,1,6,7,8,2,4,5,3,8,3,1,2,4,3,4,4,3,4,3,3,3,3,2,3,4,3,3,3,3,3,5,3,2,10,10,10,10,10,10,10,10,10,4,4,4,4,8,3,3,4,5,10,10,10,10,10,10,10,10,10,2,2,3,3,3,3,4,2,3,5,5,1,5,5,5,1,5,5,175,3,1,8,7,1,4,2,10,5,5,5,5,5,1,10,10,1,4,2,4,100,5,100,,,7,100,10,10,1,4,10,1,18,10,1948,540,503,5100,G,62,0.373493975903614,2.67741935483871,72,1,7,99912,13191,99912,6,9,32,1,1,11,6,9,32,3,1.0653418476008,1.07088537777171,1.09205601784093,1.04437953684833,6440
1,1948,0,100,100,100,100,2,7,623,7,291,,210,3,3,,5,5,1,5,5,5,1,5,5,1,5,5,5,5,1,5,1,5,5,2,1,5,5,5,5,5,5,5,5,5,7,7,3,1,5,7,5,5,10,10,10,10,10,10,10,10,10,10,6,4,4,3,5,11,7,10,2,5,6,4,4,4,10,6,6,5,100,10,7,3,1,7,7,7,7,7,1,10,8,4,8,8,4,100,100,100,100,100,100,100,100,100,100,100,100,10,8,8,7,8,8,7,4,8,1,2,3,4,5,3,3,3,2,2,2,2,2,1,4,4,3,3,3,2,2,3,3,3,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,3,4,2,2,4,2,2,1,2,1,5,4,2,4,2,5,1,2,4,1,1,4,1,3,2,2,4,1,2,4,1,2,2,2,2,1,1,2,2,3,10,1,2,2,2,1,2,3,2,2,1,3,2,2,1,2,3,6,4,4,6,6,5,2,2,10,5,4,3,4,3,1,3,5,1,2,3,3,2,3,2,2,3,2,3,3,3,4,3,3,4,4,3,1,4,3,3,4,3,2,2,5,1,10,10,10,10,10,10,10,10,10,4,3,3,4,3,4,1,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,175,8,3,8,7,3,6,3,8,5,5,5,5,1,5,10,5,10,4,1,1,3,5,100,,,8,100,10,10,1,1,10,1,13,2,1948,540,9302,5100,G,63,0.344086021505376,2.90625,72,1,7,99970,82900,99970,6,9,32,5,8,134,6,9,32,3,1.09383137660943,0.75125620316486,0.875999286786839,1.13932374286169,6440
